,sid
10027,15
15220,15
28666,15
17469,15
7706,15
3136,15
31100,15
13672,15
9089,15
15384,15
23114,15
9757,15
32023,15
5932,15
34568,15
13855,15
4999,15
12061,15
14110,15
26700,15
2951,15
859,15
32552,15
2104,15
283,15
18208,15
1087,15
17171,15
5559,15
5656,15
21529,15
16361,15
15205,15
34059,15
23824,15
6513,15
18875,15
9239,15
32754,15
7591,15
29116,15
33839,15
1307,15
24336,15
296,15
25588,15
10072,15
10662,15
20357,15
17435,15
13103,15
7557,15
4905,15
29564,15
4154,15
9706,15
16257,15
8764,15
29712,15
6560,15
32021,15
576,15
13751,15
15389,15
13374,15
4636,15
23564,15
28964,15
16674,15
18820,15
4976,15
16310,15
19856,15
12063,15
23590,15
29743,15
20535,15
8052,15
10684,15
7499,15
30628,15
31052,15
21502,15
17228,15
5625,15
17668,15
2597,15
17842,15
25933,15
27172,15
28023,15
7158,15
33130,15
23375,15
4497,15
30715,15
11808,15
21345,15
19487,15
15628,15
23878,15
32764,15
27559,15
22397,15
23448,15
25115,15
22396,15
14893,15
24048,15
29557,15
27463,15
12879,15
20899,15
10643,15
9712,15
847,15
29208,15
31653,15
14665,15
31781,15
12099,15
25510,15
16817,15
20506,15
24933,15
31257,15
18332,15
23446,15
781,15
7438,15
18303,15
30978,15
9134,15
30106,15
31565,15
7439,15
19787,15
21514,15
16884,15
34335,15
8690,15
8975,15
23372,15
8559,15
16251,15
15293,15
16139,15
5440,15
18466,15
20238,15
21038,15
25952,15
512,15
12711,15
22386,15
29222,15
18441,15
22942,15
3397,15
17310,15
28529,15
2428,15
34359,15
10646,15
6164,15
22563,15
32259,15
26884,15
9556,15
21030,15
8236,15
28993,15
19368,15
32244,15
26008,15
3398,15
1578,15
19712,15
24602,15
11084,15
23367,15
1096,15
7236,15
27565,15
9233,15
32616,15
30024,15
25979,15
31561,15
30029,15
22796,15
15175,15
3430,15
13128,15
11275,15
9135,15
31129,15
8057,15
4626,15
4940,15
15180,15
19279,15
15177,15
12142,15
7595,15
25350,15
34170,15
19273,15
18862,15
26666,15
25972,15
16241,15
891,15
3565,15
27469,15
6984,15
9996,15
30117,15
24444,15
10601,15
9540,15
3623,15
19785,15
25932,15
3625,15
5051,15
10052,15
1401,15
34300,15
9125,15
13329,15
31737,15
22934,15
1449,15
21418,15
28493,15
30583,15
34153,15
14855,15
27510,15
10280,15
22351,15
2977,15
27649,15
19269,15
20894,15
18253,15
26490,15
19374,15
15392,15
11160,15
20512,15
9263,15
4645,15
7524,15
13637,15
10604,15
28197,15
7182,15
30532,15
2896,15
15370,15
1550,15
21825,15
12101,15
19868,15
30758,15
718,14
30295,14
11565,14
23329,14
31937,14
31634,14
33131,14
2208,14
32298,14
20306,14
21362,14
11055,14
28312,14
29336,14
161,14
4907,14
31752,14
32887,14
8430,14
10850,14
9344,14
33303,14
9900,14
28700,14
434,14
13313,14
14683,14
15561,14
11467,14
24869,14
15150,14
20675,14
2937,14
4473,14
2504,14
18976,14
4259,14
22307,14
29412,14
15662,14
8185,14
12986,14
24683,14
2749,14
624,14
28490,14
15598,14
34041,14
6378,14
1835,14
27943,14
10413,14
17600,14
17701,14
7154,14
10694,14
24663,14
1906,14
1508,14
11048,14
10113,14
29475,14
2710,14
30804,14
32711,14
30440,14
21154,14
12707,14
14560,14
5956,14
28905,14
7781,14
24507,14
30498,14
30872,14
15774,14
8572,14
24021,14
10979,14
15033,14
1326,14
16544,14
3992,14
29190,14
8142,14
25532,14
18495,14
34208,14
13323,14
1175,14
27086,14
9363,14
26226,14
31172,14
20772,14
603,14
1837,14
29092,14
3046,14
24695,14
7470,14
21840,14
4837,14
9892,14
18002,14
12433,14
16833,14
22007,14
27365,14
3463,14
13149,14
22343,14
13256,14
32941,14
24628,14
9388,14
6440,14
1256,14
2181,14
31761,14
28337,14
30805,14
10351,14
30859,14
5605,14
16466,14
20677,14
20292,14
15866,14
19518,14
839,14
12526,14
24024,14
28120,14
4041,14
7293,14
17986,14
17866,14
13404,14
1566,14
20876,14
31523,14
19956,14
13361,14
13696,14
27519,14
1224,14
26913,14
23493,14
17391,14
2236,14
7829,14
9420,14
20258,14
30634,14
31686,14
26627,14
25195,14
1315,14
3603,14
1374,14
17904,14
11046,14
5689,14
24879,14
28973,14
32345,14
14710,14
8565,14
1459,14
3935,14
3101,14
3256,14
18991,14
32557,14
25920,14
19477,14
23730,14
31173,14
30198,14
16436,14
496,14
17639,14
21318,14
17732,14
13002,14
19913,14
1950,14
34521,14
14681,14
22061,14
20800,14
33293,14
7224,14
4127,14
750,14
1083,14
31969,14
22705,14
14287,14
19553,14
13274,14
29055,14
23182,14
14015,14
24112,14
5073,14
10109,14
1262,14
11558,14
22977,14
2911,14
30432,14
29996,14
17864,14
28847,14
4850,14
33115,14
24488,14
23892,14
27294,14
25548,14
19395,14
19752,14
15419,14
7458,14
22031,14
4283,14
3577,14
30258,14
16247,14
34303,14
28855,14
32266,14
23872,14
10100,14
25774,14
20060,14
9708,14
5832,14
3953,14
22337,14
12880,14
20264,14
7404,14
31699,14
34435,14
11559,14
30102,14
9510,14
9251,14
21603,14
15013,14
31833,14
17851,14
7253,14
24434,14
29484,14
19115,14
22913,14
8998,14
20801,14
18528,14
31044,14
25064,14
12534,14
29893,14
18681,14
2621,14
23744,14
2378,14
15284,14
22482,14
15323,14
27536,14
32744,14
33673,14
29610,14
25713,14
2103,14
22573,14
5552,14
4389,14
15797,14
7079,14
10303,14
21040,14
11893,14
15247,14
17237,14
6554,14
19983,14
16390,14
11096,14
32901,14
4698,14
15814,14
6713,14
21292,14
2908,14
6539,14
31554,14
2235,14
18429,14
18428,14
9560,14
2720,14
21188,14
26295,14
26660,14
519,14
2579,14
34437,14
23539,14
12495,14
10916,14
31638,14
23234,14
32841,14
1444,14
21613,14
26854,14
21972,14
29686,14
11905,14
33019,14
7460,14
8130,14
19246,14
24451,14
29647,14
15331,14
30900,14
16888,14
17525,14
6200,14
2106,14
5471,14
25610,14
8141,14
29876,14
10349,14
2747,14
17434,14
1885,14
23132,14
9037,14
3365,14
23075,14
8314,14
12743,14
24514,14
33129,14
7882,14
33351,14
378,14
616,14
2665,14
15507,14
22830,14
1210,14
24366,14
25793,14
21016,14
5782,14
10952,14
7685,14
329,14
2797,14
21451,14
34125,14
29922,14
10356,14
34009,14
20986,14
21734,14
13546,14
20562,14
22512,14
28774,14
29715,14
27139,14
8672,14
13230,14
30946,14
32989,14
26402,14
18761,14
11922,14
15187,14
8580,14
14140,14
29740,14
22511,14
20903,14
28269,14
17326,14
14891,14
11141,14
23593,14
17099,14
21193,14
8132,14
24180,14
6815,14
32288,14
2754,14
30241,14
3965,14
1058,14
21386,14
29218,14
21342,14
17107,14
15751,14
16690,14
4438,14
29004,14
19151,14
17102,14
22217,14
1694,14
11929,14
2759,14
620,14
375,14
14141,14
2094,14
18068,14
14860,14
28536,14
33988,14
25807,14
29298,14
19165,14
16408,14
16299,14
31445,14
24573,14
6968,14
7109,14
2606,14
10107,14
33092,14
7076,14
18020,14
5462,14
10045,14
21718,14
2519,14
27126,14
22647,14
20181,14
9824,14
22439,14
12659,14
25823,14
27532,14
24785,14
13346,14
10153,14
30612,14
2934,14
18737,14
221,14
8110,14
23241,14
19094,14
26446,14
33425,14
24447,14
24637,14
4761,14
11822,14
2944,14
27020,14
33392,14
27051,14
25704,14
14391,14
27753,14
14491,14
27169,14
9122,14
14202,14
2595,14
16532,14
1548,14
30867,14
19248,14
8804,14
33577,14
26833,14
16069,14
16940,14
18834,14
29896,14
9943,14
28189,14
31443,14
15786,14
15067,14
6309,14
1857,14
30046,14
3968,14
12206,14
29129,14
7997,14
20701,14
18569,14
1643,14
6240,14
15738,14
33723,14
7645,14
12705,14
30316,14
12328,14
4944,14
24446,14
13924,14
25906,14
13795,14
18437,14
26625,14
26312,14
17374,14
26837,14
20853,14
31276,14
12934,14
27171,14
29656,14
23701,14
18583,14
16695,14
34235,14
11374,14
29899,14
3994,14
6129,14
4082,14
3408,14
24480,14
24616,14
30513,14
1343,14
7108,14
25703,14
7506,14
14035,14
11578,14
23860,14
27954,14
29219,14
3447,14
27624,14
19679,14
23246,14
319,14
16372,14
1509,14
2509,14
33480,14
31331,14
14138,14
31748,14
940,14
31402,14
2880,14
5038,14
26016,14
5438,14
2204,14
5731,14
21877,14
8925,14
30002,14
4931,14
25813,14
25709,14
11683,14
17513,14
18140,14
6132,14
19802,14
19397,14
23975,14
11817,14
24213,14
5950,14
33424,14
24395,14
22521,14
3900,14
8815,14
19661,14
21655,14
4652,14
29898,14
9370,14
19081,14
11640,14
16428,14
14676,14
28778,14
8571,14
28075,14
31600,14
34187,14
19149,14
33166,14
28016,14
198,14
25607,14
26956,14
31375,14
19919,14
31054,14
20469,14
887,14
4044,14
15368,14
3926,14
21591,14
7876,14
7636,14
27088,14
4400,14
21954,14
22365,14
4504,14
24948,14
30696,14
6339,14
2613,14
6572,14
2241,14
15008,14
11495,14
23785,14
19878,14
23866,14
8056,14
11584,14
26602,14
2014,14
16981,14
20203,14
32976,14
14197,14
2753,14
18601,14
34083,14
31966,14
8933,14
3676,14
20983,14
11183,14
11163,14
20984,14
18476,14
8665,14
12450,14
24377,14
14132,14
25947,14
25663,14
8576,14
5859,14
28638,14
27235,14
15047,14
16208,14
13228,14
4592,14
29690,14
20009,14
5071,14
33357,14
6368,14
12896,14
883,14
10965,14
2663,14
25832,14
8128,14
24969,14
5149,14
24724,14
3263,14
838,14
6667,14
26344,14
22466,14
31372,14
15812,14
26453,14
32904,14
18810,14
7734,14
14708,14
1521,14
27459,14
24867,14
27666,14
23149,14
13014,14
554,14
23542,14
92,14
672,14
27705,14
27306,14
30290,14
34340,14
34380,14
25327,14
19462,14
6691,14
28534,14
11613,14
26109,14
11968,14
25992,14
8860,14
25471,14
32065,14
21902,14
10917,14
4530,14
18492,14
6628,14
12726,14
8071,14
31219,14
14306,14
26440,14
9307,14
17559,14
10581,14
21308,14
22990,14
17452,14
5113,14
22160,14
2871,14
6965,14
4916,14
26322,14
12962,14
10232,14
22612,14
34000,14
16345,14
20298,14
11418,14
31234,14
17921,14
22335,14
18237,14
9321,14
13298,14
3499,14
6758,14
17268,14
29904,14
23433,14
33359,14
17318,14
11672,14
33841,14
11712,14
23927,14
9269,14
20421,14
4719,14
20077,14
19404,14
30245,14
27788,14
29777,14
33063,14
27656,14
22332,14
15344,14
12921,14
10336,14
18057,14
17780,14
34426,14
13251,14
8143,14
22744,14
14800,14
1845,14
5131,14
12080,14
12081,14
6353,14
26537,14
33426,14
2869,14
22903,14
16030,14
6338,14
21076,14
17298,14
6484,14
6311,14
23969,14
31552,14
9941,14
1760,14
13300,14
20169,14
20829,14
14374,14
13762,14
23516,14
16807,14
1010,14
14146,14
3777,14
4941,14
380,14
7202,14
5942,14
3104,14
24176,14
12823,14
8923,14
25291,14
836,14
19772,14
28559,14
24638,14
32827,14
27858,14
27537,14
20350,14
11482,14
3692,14
33474,14
28987,14
26323,14
7597,14
23554,14
6850,14
8350,14
33305,14
9270,14
20862,14
15732,14
5928,14
26206,14
10901,14
32271,14
3242,14
12983,14
17823,14
10681,14
18287,14
32999,14
32002,14
34182,14
13712,14
19813,14
2816,14
3248,14
3582,14
12040,14
10419,14
1805,14
33785,14
257,14
18907,14
4177,14
20743,14
19199,14
24846,14
918,14
9480,14
1973,14
15627,14
11781,14
17248,14
2967,14
32526,14
7650,14
15342,14
12654,14
441,14
26693,14
4376,14
28001,14
33228,14
34065,14
2304,14
10083,14
34589,14
32504,14
28929,14
32329,14
24844,14
32446,14
29545,14
21695,14
28081,14
4365,14
8452,14
24199,14
9744,14
4675,14
17048,14
21080,14
18857,14
15946,14
9656,14
32108,14
21106,14
26976,14
25163,14
18276,14
21917,14
27805,14
22207,14
31304,14
19994,14
270,14
30057,14
25789,14
11243,14
21258,14
6210,14
11413,14
17008,14
15864,14
13576,14
28595,14
3698,14
5365,14
20569,14
1050,14
30398,14
26787,14
24848,14
5267,14
15951,14
13902,14
4631,14
7314,14
4209,14
3534,14
5713,14
24416,14
13061,14
29789,14
21635,14
10641,14
1487,14
6124,14
31243,14
22082,14
17416,14
33138,14
9303,14
2125,14
11924,14
2110,14
63,14
21971,14
19221,14
17172,14
21347,14
15251,14
8367,14
7424,14
23816,14
23807,14
26810,14
14830,14
11708,14
13573,14
16660,14
32867,14
25651,14
4059,14
21256,14
27835,14
7926,14
7642,14
20838,14
11623,14
7020,14
22558,14
26881,14
15645,14
7449,14
16276,14
7661,14
29319,14
23474,14
32156,14
17819,14
5300,14
28699,14
12735,14
1378,14
20753,14
32612,14
22648,14
4614,14
11111,14
24476,14
20455,14
14990,14
1655,14
12305,14
12182,14
24855,14
12016,14
8040,14
2926,14
24188,14
3756,14
29671,14
30617,14
17841,14
8079,14
30134,14
30449,14
25959,14
21488,14
23570,14
21618,14
24550,14
5696,14
24155,14
25334,14
22182,14
4856,14
2738,14
14920,14
25589,14
20133,14
26184,14
24532,14
5904,14
3859,14
13426,14
1274,14
10006,14
32351,14
23478,14
33443,14
20665,14
3765,14
27116,14
33192,14
11027,14
8978,14
25739,14
7073,14
274,14
26524,14
12293,14
2562,14
28916,14
278,14
29057,14
13076,14
8174,14
29427,14
14609,14
26352,14
11841,14
7423,14
18906,14
25730,14
12866,14
27934,14
9139,14
34563,14
19390,14
2072,14
31135,14
26303,14
13381,14
30742,14
3662,14
31711,14
16792,14
33298,14
12374,14
32540,14
16668,14
19033,14
23280,14
19133,14
17799,14
29370,14
13854,14
33876,14
16519,14
25692,14
5115,14
20613,14
13493,14
28562,14
29818,14
33539,14
11001,14
24655,14
8710,14
6392,14
10724,14
251,14
31709,14
16265,14
18201,14
1277,14
21274,14
28572,14
24736,14
21631,14
28647,14
255,14
11029,14
9468,14
20405,14
18678,14
17905,14
29819,14
28442,14
15241,14
26356,14
26699,14
1815,14
30048,14
28744,14
16225,14
16656,14
10888,14
8476,14
24551,14
22045,14
31673,14
29430,14
15538,14
20568,14
2467,14
12574,14
9221,14
16454,14
1503,14
9995,14
32776,14
16343,14
141,14
16293,14
28694,14
17436,14
3833,14
20671,14
27497,14
32386,14
3471,14
17765,14
5011,14
4214,14
19032,14
31518,14
27101,14
1165,14
18507,14
13343,14
26125,14
11328,14
1789,14
25845,14
24310,14
31306,14
1044,14
19590,14
29034,14
11376,14
25624,14
9301,14
32158,14
7101,14
31154,14
7345,14
25450,14
9621,14
6587,14
273,14
14224,14
27228,14
32185,14
29206,14
21688,14
26189,14
27150,14
9610,14
32720,14
5196,14
12644,14
24248,14
19808,14
5587,14
30650,14
20756,14
8951,14
3337,14
5995,14
16312,14
11383,14
776,14
1706,14
243,14
2290,14
2561,14
34583,14
2452,14
2912,14
10922,14
20658,14
33137,14
21889,14
16342,14
19901,14
6230,14
25623,14
31130,14
1143,14
985,14
2417,14
20354,14
34072,14
16819,14
28939,14
32305,14
29198,14
23618,14
14448,14
8680,14
23051,14
16116,14
3826,14
9395,14
9869,14
4895,14
9984,14
24711,14
14770,14
22373,14
3845,14
34573,14
8613,14
7943,14
32523,14
18188,14
12177,14
12045,14
24335,14
23472,14
19522,14
6585,14
34218,14
9987,14
29459,14
1429,14
288,14
24217,14
3257,14
2066,14
5527,14
2462,14
15353,14
3247,14
8963,14
11045,14
30107,14
11185,14
1098,14
7459,14
25137,14
30857,14
11711,14
15094,14
4357,14
16237,14
12035,14
10237,14
1029,14
34582,14
7174,14
12697,14
8146,14
25958,14
1198,14
14850,14
9297,14
32522,14
1162,14
4546,14
27298,14
29540,14
34018,14
14977,14
5237,14
23582,14
15783,14
23443,14
30788,14
6595,14
16451,14
14353,14
15213,14
34181,14
12990,14
4848,14
11697,14
23905,14
21682,14
2291,14
23731,14
33837,14
18889,14
10011,14
19520,14
4232,14
14931,14
16022,14
1158,14
17873,14
15107,14
11280,14
3207,14
28420,14
7852,14
30477,14
13714,14
26383,14
7628,14
16636,14
26887,14
18353,14
7184,14
33369,14
2542,14
3720,14
20927,14
26183,14
6501,13
26241,13
30830,13
7495,13
11540,13
18703,13
29095,13
16790,13
29794,13
19141,13
19214,13
7327,13
19736,13
14888,13
3851,13
22027,13
16248,13
19224,13
33800,13
9880,13
7716,13
7341,13
18741,13
17741,13
254,13
15254,13
13435,13
27789,13
19891,13
3015,13
26823,13
34133,13
27682,13
9249,13
11959,13
25123,13
10558,13
22006,13
10893,13
33202,13
4868,13
9465,13
26397,13
13963,13
13311,13
2120,13
3601,13
3035,13
22736,13
179,13
20645,13
22727,13
15391,13
4863,13
15762,13
29764,13
13051,13
27447,13
25708,13
8415,13
28800,13
9534,13
29018,13
9225,13
25977,13
7275,13
12640,13
27040,13
14778,13
5336,13
34561,13
23971,13
17761,13
15581,13
9865,13
10648,13
19499,13
32922,13
25643,13
6320,13
5444,13
10664,13
6985,13
10895,13
30420,13
16212,13
18627,13
24232,13
9676,13
18189,13
21540,13
33809,13
27654,13
27972,13
17029,13
1937,13
5838,13
7899,13
28979,13
17574,13
16095,13
32722,13
13006,13
10307,13
19495,13
32741,13
3400,13
24789,13
9201,13
33954,13
13635,13
6730,13
14913,13
34284,13
13627,13
3529,13
20416,13
21176,13
5050,13
14144,13
10618,13
10406,13
14538,13
27861,13
18089,13
10339,13
6245,13
3211,13
10226,13
31362,13
27440,13
15188,13
16581,13
33581,13
217,13
14026,13
12053,13
34142,13
31131,13
33389,13
7651,13
14031,13
11484,13
7032,13
24838,13
19643,13
29490,13
8085,13
3288,13
21830,13
11840,13
13427,13
7839,13
416,13
4768,13
1121,13
29100,13
15201,13
2082,13
20967,13
4468,13
7504,13
28268,13
10685,13
20451,13
3389,13
7797,13
11577,13
18116,13
10392,13
5015,13
11397,13
31985,13
22431,13
32051,13
5377,13
15541,13
5457,13
13653,13
14971,13
28874,13
32582,13
23771,13
19561,13
8769,13
1466,13
2571,13
9380,13
23558,13
18942,13
7717,13
22572,13
17362,13
3894,13
2703,13
31259,13
28159,13
26182,13
13019,13
3200,13
617,13
9523,13
3616,13
29469,13
33516,13
18456,13
6573,13
34277,13
2268,13
6929,13
5557,13
21504,13
31330,13
2420,13
34261,13
15725,13
18927,13
16091,13
24486,13
25866,13
17112,13
17484,13
7102,13
1365,13
4715,13
27496,13
4410,13
31647,13
2361,13
6194,13
24677,13
17370,13
10255,13
18649,13
29824,13
12941,13
13949,13
30916,13
20872,13
1355,13
9294,13
11935,13
22518,13
31407,13
26006,13
2271,13
33486,13
22155,13
2769,13
25298,13
2391,13
21020,13
16177,13
11983,13
26583,13
28086,13
7041,13
6867,13
4932,13
26225,13
9422,13
2152,13
32118,13
34051,13
5010,13
10398,13
22411,13
16129,13
15414,13
22729,13
32226,13
32974,13
11471,13
25973,13
32857,13
13944,13
28914,13
2358,13
8499,13
28020,13
33405,13
373,13
9762,13
17603,13
28008,13
7657,13
33401,13
1739,13
9849,13
129,13
19113,13
18848,13
3403,13
30007,13
28087,13
8602,13
26118,13
15949,13
31714,13
8441,13
26327,13
14543,13
546,13
19876,13
691,13
10959,13
8573,13
326,13
16789,13
12770,13
3531,13
17612,13
7555,13
10453,13
12689,13
499,13
26935,13
33630,13
32886,13
27281,13
5330,13
25232,13
21898,13
22034,13
2983,13
19715,13
26281,13
8244,13
10064,13
1243,13
17201,13
17322,13
13469,13
8257,13
17464,13
15617,13
124,13
16765,13
12390,13
12430,13
32055,13
32154,13
25975,13
30006,13
12055,13
18754,13
5380,13
17712,13
7731,13
11069,13
27309,13
20893,13
15767,13
11829,13
18344,13
13324,13
18537,13
7832,13
2920,13
21784,13
28882,13
19909,13
14214,13
7707,13
3779,13
26955,13
29406,13
14555,13
4725,13
6100,13
10344,13
6648,13
14142,13
27248,13
11616,13
13330,13
28103,13
4083,13
10576,13
27264,13
6075,13
78,13
32590,13
12409,13
29802,13
33287,13
12036,13
14806,13
16645,13
3409,13
32587,13
13200,13
24999,13
9084,13
28049,13
24692,13
18805,13
24955,13
10961,13
22857,13
29730,13
12667,13
10770,13
8885,13
26551,13
24833,13
16380,13
7624,13
9775,13
13142,13
15191,13
14333,13
32856,13
19289,13
22567,13
5539,13
8749,13
11849,13
2213,13
15969,13
31376,13
31945,13
17743,13
16143,13
9111,13
25014,13
18953,13
1360,13
2474,13
8969,13
32589,13
5379,13
8303,13
34320,13
6260,13
26328,13
5970,13
11273,13
1,13
15226,13
12117,13
19042,13
18950,13
2166,13
24841,13
2260,13
16503,13
4783,13
15857,13
8524,13
2493,13
16713,13
18181,13
2043,13
1897,13
27997,13
15403,13
2450,13
27504,13
1281,13
27588,13
23484,13
13354,13
25921,13
25192,13
9387,13
8002,13
5443,13
24847,13
14410,13
25816,13
7694,13
17871,13
3085,13
1036,13
23775,13
21965,13
106,13
16960,13
10408,13
7112,13
11521,13
34217,13
29554,13
21208,13
27684,13
10362,13
4301,13
28062,13
13798,13
20013,13
27240,13
14596,13
33986,13
16140,13
16818,13
33823,13
21325,13
11479,13
8899,13
22348,13
19278,13
24603,13
23205,13
10157,13
31635,13
20907,13
17453,13
13165,13
12500,13
20137,13
25540,13
15683,13
31048,13
17164,13
22646,13
27977,13
5244,13
11360,13
18018,13
33397,13
4686,13
19277,13
259,13
31041,13
5223,13
10715,13
12752,13
9044,13
555,13
21254,13
32258,13
8722,13
20826,13
5521,13
2557,13
17379,13
25078,13
9592,13
4606,13
25640,13
9826,13
7207,13
4262,13
28228,13
103,13
16651,13
15395,13
19009,13
31856,13
8373,13
33619,13
23960,13
9932,13
19429,13
31710,13
7159,13
33368,13
19500,13
22724,13
14801,13
32885,13
14036,13
31850,13
32418,13
24837,13
22638,13
19490,13
24228,13
22014,13
25447,13
33881,13
25935,13
2246,13
7540,13
23110,13
15116,13
24899,13
31918,13
13861,13
31133,13
365,13
22748,13
16346,13
1571,13
24308,13
20687,13
33456,13
264,13
99,13
11744,13
5711,13
10568,13
10658,13
2985,13
1653,13
7082,13
1523,13
14517,13
3326,13
28781,13
27394,13
12995,13
4354,13
33286,13
31601,13
17101,13
12550,13
23746,13
27770,13
17915,13
13515,13
21056,13
20789,13
10400,13
33471,13
31858,13
13867,13
28084,13
18265,13
13321,13
17605,13
8403,13
31246,13
30850,13
7380,13
3554,13
27251,13
21300,13
7948,13
3781,13
12969,13
19803,13
17923,13
24003,13
12600,13
3546,13
26373,13
11940,13
16902,13
33946,13
6688,13
5607,13
17063,13
4304,13
14433,13
31845,13
18229,13
23678,13
29720,13
22340,13
28054,13
26482,13
34158,13
2061,13
7237,13
6993,13
3455,13
26944,13
25819,13
17911,13
13519,13
7273,13
17514,13
16080,13
5728,13
24214,13
7081,13
30819,13
25710,13
22444,13
18183,13
24389,13
33583,13
16648,13
20998,13
23348,13
6675,13
15106,13
21187,13
32015,13
23774,13
20832,13
24651,13
11019,13
10920,13
3452,13
2035,13
28293,13
4930,13
27795,13
5847,13
10792,13
2831,13
7272,13
15972,13
9909,13
3682,13
11665,13
6994,13
2987,13
9315,13
13409,13
12480,13
21638,13
6032,13
13870,13
25047,13
3963,13
9397,13
22346,13
10443,13
12158,13
5386,13
4600,13
8053,13
19567,13
22505,13
25054,13
33045,13
14086,13
23883,13
25285,13
18563,13
25860,13
4537,13
22092,13
28235,13
25508,13
29040,13
7484,13
32322,13
19766,13
20339,13
30403,13
26111,13
12282,13
13272,13
30253,13
27246,13
18807,13
29912,13
19254,13
26566,13
27996,13
19649,13
9864,13
3401,13
14545,13
27758,13
14237,13
6181,13
2085,13
13421,13
27050,13
32166,13
24499,13
938,13
17263,13
2490,13
19095,13
6858,13
9170,13
26592,13
5054,13
17113,13
32427,13
34113,13
30789,13
1101,13
25539,13
9855,13
7670,13
65,13
3056,13
4633,13
19579,13
17586,13
30506,13
23140,13
2672,13
14351,13
2840,13
2498,13
28623,13
27516,13
11036,13
26783,13
32555,13
34402,13
18994,13
4731,13
541,13
33323,13
476,13
34370,13
8821,13
5823,13
16467,13
27707,13
5200,13
12584,13
10776,13
10346,13
28188,13
5935,13
13396,13
168,13
4665,13
12680,13
24004,13
13829,13
27222,13
3586,13
22295,13
19064,13
33014,13
4266,13
23060,13
5266,13
3158,13
34324,13
8072,13
27154,13
5594,13
11442,13
26682,13
11438,13
16812,13
2790,13
435,13
31614,13
10714,13
151,13
18770,13
29567,13
26629,13
26748,13
32242,13
20051,13
28856,13
24156,13
30884,13
6959,13
32903,13
23532,13
633,13
13098,13
33099,13
13025,13
31248,13
11863,13
29135,13
30679,13
5301,13
22996,13
18732,13
20783,13
237,13
21687,13
11382,13
17589,13
14721,13
28678,13
13091,13
30636,13
16325,13
29632,13
15943,13
1986,13
33939,13
28449,13
31681,13
21847,13
18279,13
15350,13
14058,13
29568,13
7196,13
34478,13
14001,13
22067,13
22355,13
31310,13
13917,13
30442,13
17191,13
7091,13
10709,13
9952,13
5,13
8154,13
28127,13
33889,13
28764,13
3636,13
11857,13
7522,13
22525,13
3522,13
14876,13
2287,13
9658,13
28462,13
25426,13
20128,13
13237,13
11126,13
33975,13
6239,13
25570,13
17085,13
14495,13
26210,13
26415,13
21044,13
280,13
1903,13
17887,13
5513,13
7002,13
25655,13
28830,13
7399,13
2930,13
31457,13
19729,13
20708,13
10811,13
14978,13
21168,13
5086,13
905,13
10012,13
28751,13
27141,13
13669,13
33318,13
16923,13
30998,13
33685,13
9504,13
9601,13
29240,13
6426,13
31409,13
22043,13
32609,13
13175,13
13699,13
26345,13
16958,13
16986,13
15839,13
23733,13
34273,13
18999,13
7296,13
7698,13
25967,13
30361,13
33013,13
13045,13
10234,13
28896,13
31008,13
25384,13
26079,13
6886,13
11187,13
16722,13
15281,13
7828,13
8790,13
21987,13
33256,13
20406,13
28437,13
3302,13
26760,13
1032,13
8849,13
26557,13
11052,13
30139,13
1830,13
27428,13
21174,13
5867,13
20601,13
29365,13
10387,13
15596,13
34470,13
4446,13
16175,13
30228,13
25264,13
4152,13
23154,13
33687,13
11504,13
234,13
3881,13
30873,13
29065,13
34021,13
10430,13
20871,13
22603,13
22918,13
3580,13
882,13
30459,13
21686,13
20129,13
17809,13
21518,13
3880,13
20936,13
10242,13
24354,13
12345,13
21890,13
4973,13
25829,13
25872,13
29783,13
29617,13
21169,13
23383,13
19333,13
8434,13
8472,13
11696,13
34317,13
31213,13
29855,13
16746,13
18195,13
8895,13
24566,13
16725,13
9407,13
31735,13
17184,13
18709,13
20270,13
22317,13
26165,13
18377,13
10019,13
5982,13
28946,13
14279,13
9815,13
3354,13
33548,13
25718,13
31792,13
30728,13
5151,13
9603,13
6806,13
11042,13
31674,13
27288,13
5663,13
32810,13
2795,13
25360,13
31165,13
3612,13
26448,13
16018,13
6714,13
6136,13
349,13
29924,13
18260,13
25830,13
3185,13
16403,13
16341,13
18078,13
21793,13
28179,13
30260,13
13295,13
20019,13
3319,13
1323,13
2067,13
32036,13
31323,13
17699,13
4219,13
32548,13
3707,13
19220,13
1829,13
14238,13
11921,13
4842,13
11327,13
3137,13
4102,13
29262,13
22305,13
11923,13
27408,13
26562,13
26362,13
30300,13
23335,13
30195,13
10187,13
11204,13
1982,13
32770,13
7045,13
12060,13
19438,13
31152,13
23376,13
29780,13
14064,13
26003,13
8882,13
24037,13
28948,13
9157,13
28343,13
7155,13
25119,13
19134,13
10476,13
16823,13
13753,13
21042,13
4674,13
29410,13
5623,13
32411,13
7602,13
17285,13
6715,13
30482,13
20125,13
9722,13
15759,13
2619,13
11244,13
31416,13
1500,13
3011,13
570,13
30140,13
32150,13
4721,13
18610,13
18993,13
9055,13
8823,13
31897,13
28169,13
5148,13
26120,13
25994,13
6582,13
28028,13
31509,13
15385,13
13799,13
11211,13
19403,13
9699,13
2105,13
16675,13
6289,13
6901,13
12682,13
2139,13
5025,13
18100,13
3418,13
4443,13
11870,13
6710,13
2443,13
27227,13
4437,13
25468,13
